"","master.timestamps","file.avg"
"1",1554754080,3
"2",1554834120,3
"3",1554924240,3
"4",1555016700,3
"5",1555078980,3
"6",1555165860,3
"7",1555276080,3
"8",1555349100,3
"9",1555431420,3
"10",1555522560,3
"11",1555591380,3
"12",1555689000,3
"13",1555783560,3
"14",1555856280,3
"15",1555964460,3
"16",1556033040,3
"17",1556147460,3
"18",1556212380,3
"19",1556312580,3
"20",1556385060,3
"21",1556476440,3
"22",1556565540,3
"23",1556643840,3
"24",1556731320,3
"25",1556817960,3
"26",1556896800,3
"27",1557003540,3
"28",1557079980,3
"29",1557155700,3
"30",1557259920,3
"31",1557335460,3
"32",1557427020,3
"33",1557516060,3
"34",1557584940,3
"35",1557688800,3
"36",1557757860,3
"37",1557861900,3
"38",1557954240,3
"39",1558023780,3
"40",1558114380,3
"41",1558189680,3
"42",1558289160,3
"43",1558383420,3
"44",1558455360,3
"45",1558553340,3
"46",1558631760,3
"47",1558730460,3
"48",1558814640,3
"49",1558893900,3
"50",1558985880,3
"51",1559066880,3
"52",1559139000,3
"53",1559246700,3
"54",1559313360,3
"55",1559417940,3
"56",1559499600,3
"57",1559592960,3
"58",1559665620,3
"59",1559741640,3
"60",1559827020,3
"61",1559910600,3
"62",1560024960,3
"63",1560104160,3
"64",1560183000,3
"65",1560284520,3
"66",1560373560,3
"67",1560435180,3
"68",1560535500,3
"69",1560610860,3
"70",1560698280,3
"71",1560787920,3
"72",1560868740,3
"73",1560947700,3
"74",1561063680,3
"75",1561145760,3
"76",1561226700,3
"77",1561293240,3
"78",1561383480,3
"79",1561395180,3
"80",1561402620,3
"81",1561470420,3
"82",1561481940,3
"83",1561489320,3
"84",1561555200,3
"85",1561642680,3
"86",1561655040,3
"87",1561663080,3
"88",1561728420,3
"89",1561741680,3
"90",1561749300,3
"91",1561842360,3
"92",1561900980,3
"93",1561988520,3
"94",1562000520,3
"95",1562007780,3
"96",1562073720,3
"97",1562087220,3
"98",1562094000,3
"99",1562170680,3
"100",1562261100,3
"101",1562332020,3
"102",1562443560,3
"103",1562513100,3
"104",1562592900,3
"105",1562605380,3
"106",1562612880,3
"107",1562702760,3
"108",1562765580,3
"109",1562778480,3
"110",1562785020,3
"111",1562851920,3
"112",1562864280,3
"113",1562871360,3
"114",1562938140,3
"115",1562950800,3
"116",1562958000,3
"117",1563034860,3
"118",1563111300,3
"119",1563123900,3
"120",1563131040,3
"121",1563197700,3
"122",1563210180,3
"123",1563217200,3
"124",1563281040,3
"125",1563368940,3
"126",1563456540,3
"127",1563469560,3
"128",1563476520,3
"129",1563563700,3
"130",1563629280,3
"131",1563642540,3
"132",1563649500,3
