"","master.timestamps","file.avg.24"
"1",1554754620,NA
"2",1554834840,NA
"3",1554925680,140
"4",1555017180,NA
"5",1555079520,NA
"6",1555166280,149
"7",1555276680,NA
"8",1555349640,144
"9",1555432380,NA
"10",1555523280,129
"11",1555591980,129
"12",1555689420,NA
"13",1555784160,NA
"14",1555855680,NA
"15",1555965000,137
"16",1556033640,137
"17",1556147940,124
"18",1556212980,NA
"19",1556313120,126
"20",1556385900,NA
"21",1556477220,NA
"22",1556566020,136
"23",1556644320,NA
"24",1556731980,114
"25",1556818620,NA
"26",1556897520,NA
"27",1557004200,NA
"28",1557080580,NA
"29",1557156180,NA
"30",1557260400,NA
"31",1557336000,109
"32",1557427740,NA
"33",1557516660,95
"34",1557585420,95
"35",1557689760,NA
"36",1557758400,NA
"37",1557862620,NA
"38",1557954780,123
"39",1558024560,123
"40",1558115160,103
"41",1558190340,103
"42",1558289760,NA
"43",1558383840,108
"44",1558456020,NA
"45",1558553820,118
"46",1558632240,NA
"47",1558730880,94
"48",1558815300,NA
"49",1558894320,NA
"50",1558986600,104
"51",1559067360,NA
"52",1559139600,NA
"53",1559247300,NA
"54",1559313420,NA
"55",1559418420,NA
"56",1559500200,NA
"57",1559593560,113
"58",1559665200,113
"59",1559742480,NA
"60",1559827680,108
"61",1560025800,NA
"62",1560104880,NA
"63",1560183480,123
"64",1560285240,NA
"65",1560374280,119
"66",1560435780,NA
"67",1560536040,106
"68",1560611340,106
"69",1560698760,NA
"70",1560788760,NA
"71",1560869280,111
"72",1560948480,NA
"73",1561064400,NA
"74",1561146720,142
"75",1561227420,NA
"76",1561293840,NA
"77",1561401000,163
"78",1561468380,163
"79",1561555740,NA
"80",1561651920,NA
"81",1561735260,121
"82",1561842960,NA
"83",1561901580,NA
"84",1561987200,NA
"85",1562080920,114
"86",1562171280,NA
"87",1562261940,NA
"88",1562332560,NA
"89",1562444040,NA
"90",1562512740,NA
"91",1562591940,NA
"92",1562703180,NA
"93",1562792640,122
"94",1562879220,NA
"95",1562961960,115
"96",1563035400,NA
"97",1563138180,NA
"98",1563203340,NA
"99",1563281520,140
"100",1563369600,NA
"101",1563455040,147
"102",1563564240,136
"103",1563632460,136
"104",1563713640,NA
"105",1563829860,162
"106",1563885780,162
"107",1563984420,121
"108",1564085400,NA
"109",1564154760,NA
"110",1564255860,NA
"111",1564318380,NA
"112",1564405800,NA
"113",1564511580,NA
"114",1564576920,NA
"115",1564672620,117
"116",1564773540,105
"117",1564859460,NA
"118",1564951140,NA
"119",1565022600,101
"120",1565103120,101
"121",1565198400,NA
"122",1565328060,NA
"123",1565331600,NA
"124",1565421240,101
"125",1565545560,NA
"126",1565638140,104
"127",1565706360,104
"128",1565794500,NA
"129",1565875860,68
"130",1565967060,NA
"131",1566076620,NA
"132",1566145800,NA
"133",1566231780,81
"134",1566315180,NA
"135",1566408660,105
"136",1566505920,NA
"137",1566567960,NA
"138",1566659880,86
"139",1566736800,NA
"140",1566852720,90
"141",1566912180,90
"142",1566998700,NA
"143",1567096200,NA
"144",1567169160,NA
"145",1567255020,58
"146",1567354320,NA
"147",1567452900,75
"148",1567520760,75
"149",1567625700,69
"150",1567709040,NA
"151",1567781340,NA
"152",1567873260,NA
"153",1567952880,NA
"154",1568038980,NA
"155",1568122500,75
"156",1568261820,65
"157",1568316120,NA
"158",1568363280,NA
"159",1568491620,NA
"160",1568564520,NA
"161",1568640000,NA
"162",1568730060,62
"163",1568817420,NA
"164",1568896560,77
"165",1568990820,NA
"166",1569100020,NA
"167",1569168900,NA
"168",1569249300,NA
"169",1569330360,71
"170",1569422400,71
"171",1569515400,NA
"172",1569616920,69
"173",1569697800,NA
"174",1569791580,NA
"175",1569871560,79
"176",1569937980,79
"177",1570040760,80
"178",1570110420,80
"179",1570205520,NA
"180",1570292400,78
"181",1570396200,NA
"182",1570479120,83
"183",1570538880,83
"184",1570637220,NA
"185",1570734780,NA
"186",1570825800,97
"187",1570886340,97
"188",1570998240,NA
"189",1571056920,NA
"190",1571160000,NA
"191",1571246400,112
"192",1571340360,NA
"193",1571425860,111
"194",1571509800,NA
"195",1571587260,NA
"196",1571702940,111
"197",1571748060,111
"198",1571856120,124
"199",1571947800,NA
"200",1572023700,NA
"201",1572120900,NA
"202",1572193980,NA
"203",1572295440,146
"204",1572353880,146
"205",1572444660,NA
"206",1572529560,125
"207",1572628260,119
"208",1572711960,119
"209",1572798600,NA
"210",1572892380,117
"211",1572981360,NA
"212",1573066140,108
"213",1573151280,NA
"214",1573228740,NA
"215",1573323960,NA
"216",1573423740,NA
"217",1573503360,118
"218",1573589400,NA
"219",1573661760,NA
"220",1573755900,NA
"221",1573835220,NA
"222",1573915680,99
"223",1574025240,NA
"224",1574102340,110
"225",1574174580,110
"226",1574257680,NA
"227",1574347440,103
"228",1574442780,NA
"229",1574543640,NA
"230",1574628240,NA
"231",1574699340,NA
"232",1574806440,NA
"233",1574879700,97
"234",1574968320,NA
"235",1575034680,NA
"236",1575152040,NA
"237",1575228540,NA
"238",1575320940,95
"239",1575380640,95
"240",1575470640,NA
"241",1575560220,100
"242",1575667680,97
"243",1575746040,NA
"244",1575821280,NA
"245",1575922740,103
"246",1575985140,103
"247",1576075740,NA
"248",1576185360,NA
"249",1576254300,NA
"250",1576354920,NA
"251",1576444200,NA
"252",1576505760,NA
"253",1576615140,NA
"254",1576697820,100
"255",1576772940,100
"256",1576862880,97
"257",1576952940,NA
"258",1577031660,NA
"259",1577114880,NA
"260",1577194140,102
"261",1577305200,103
"262",1577391420,NA
"263",1577463660,NA
"264",1577541240,98
"265",1577638680,NA
"266",1577719560,NA
"267",1577812680,115
"268",1577887680,NA
"269",1577992140,NA
"270",1578082680,107
"271",1578169200,NA
"272",1578255660,NA
"273",1578347760,123
"274",1578408360,123
"275",1578507120,105
"276",1578590100,NA
"277",1578683460,131
"278",1578767940,NA
"279",1578852420,NA
"280",1578946080,121
"281",1579036860,NA
"282",1579105080,NA
"283",1579184700,141
"284",1579271040,NA
"285",1579353720,119
"286",1579466460,NA
"287",1579531740,NA
"288",1579635720,NA
"289",1579727520,131
"290",1579815360,NA
"291",1579873260,NA
"292",1579969560,131
"293",1580060460,NA
"294",1580142480,NA
"295",1580238960,NA
"296",1580330160,141
"297",1580421840,NA
"298",1580484420,NA
"299",1580577900,159
"300",1580667840,NA
"301",1580754300,141
"302",1580854320,NA
"303",1580934600,159
"304",1581016260,NA
"305",1581088140,NA
"306",1581185940,NA
"307",1581266820,NA
"308",1581368340,144
"309",1581458820,NA
"310",1581532560,188
"311",1581628140,NA
"312",1581712440,153
"313",1581782820,153
"314",1581860940,NA
"315",1582033380,199
"316",1582149960,165
"317",1582234020,NA
"318",1582292220,NA
"319",1582405980,NA
"320",1582479180,NA
"321",1582579740,193
"322",1582658040,NA
"323",1582740480,188
"324",1582813200,188
"325",1582927560,NA
"326",1582989660,NA
"327",1583070120,NA
"328",1583163240,NA
"329",1583267880,NA
"330",1583345700,168
"331",1583446140,NA
"332",1583515260,198
"333",1583605500,NA
"334",1583697060,NA
"335",1583757960,NA
"336",1583849700,208
"337",1583959680,182
"338",1584026940,182
"339",1584130320,212
"340",1584211020,NA
"341",1584302160,NA
"342",1584368460,NA
"343",1584459120,239
"344",1584552480,NA
"345",1584622020,NA
"346",1584726240,NA
"347",1584811200,NA
"348",1584886920,NA
"349",1584982920,NA
"350",1585067280,NA
"351",1585153560,NA
"352",1585241700,NA
"353",1585326300,NA
"354",1585418340,NA
"355",1585501440,NA
"356",1585586280,NA
"357",1585672860,NA
"358",1585752600,NA
"359",1585832280,NA
"360",1585922940,NA
"361",1586017800,NA
"362",1586101020,NA
"363",1586186880,NA
"364",1586273100,NA
"365",1586357100,NA
"366",1586454960,NA
