"","master.timestamps","file"
"1",1554754620,132
"2",1554834840,NA
"3",1554925680,139
"4",1555017180,NA
"5",1555079520,NA
"6",1555166280,127
"7",1555276680,NA
"8",1555349640,140
"9",1555432380,NA
"10",1555523280,133
"11",1555591980,133
"12",1555689420,NA
"13",1555784160,NA
"14",1555855680,NA
"15",1555965000,139
"16",1556033640,139
"17",1556147940,126
"18",1556212980,NA
"19",1556313120,183
"20",1556385900,NA
"21",1556477220,NA
"22",1556566020,128
"23",1556644320,NA
"24",1556731980,129
"25",1556818620,NA
"26",1556897520,NA
"27",1557004200,NA
"28",1557080580,NA
"29",1557156180,NA
"30",1557260400,NA
"31",1557336000,104
"32",1557427740,NA
"33",1557516660,90
"34",1557585420,90
"35",1557689760,NA
"36",1557758400,NA
"37",1557862620,NA
"38",1557954780,NA
"39",1558024560,NA
"40",1558115160,130
"41",1558190340,130
"42",1558289760,NA
"43",1558383840,98
"44",1558456020,NA
"45",1558553820,115
"46",1558632240,NA
"47",1558730880,129
"48",1558815300,NA
"49",1558894320,NA
"50",1558986600,104
"51",1559067360,NA
"52",1559139600,NA
"53",1559247300,NA
"54",1559313420,NA
"55",1559418420,NA
"56",1559500200,NA
"57",1559593560,106
"58",1559665200,106
"59",1559742480,NA
"60",1559827680,106
"61",1560025800,NA
"62",1560104880,NA
"63",1560183480,127
"64",1560285240,NA
"65",1560374280,120
"66",1560435780,NA
"67",1560536040,114
"68",1560611340,114
"69",1560698760,NA
"70",1560788760,NA
"71",1560869280,132
"72",1560948480,NA
"73",1561064400,NA
"74",1561146720,132
"75",1561227420,NA
"76",1561293840,NA
"77",1561401000,NA
"78",1561468380,NA
"79",1561555740,NA
"80",1561651920,NA
"81",1561735260,117
"82",1561842960,NA
"83",1561901580,NA
"84",1561987200,NA
"85",1562080920,119
"86",1562171280,160
"87",1562261940,NA
"88",1562332560,NA
"89",1562444040,NA
"90",1562512740,NA
"91",1562591940,NA
"92",1562703180,NA
"93",1562792640,125
"94",1562879220,NA
"95",1562961960,120
"96",1563035400,NA
"97",1563138180,NA
"98",1563203340,NA
"99",1563281520,NA
"100",1563369600,NA
"101",1563455040,145
"102",1563564240,136
"103",1563632460,136
"104",1563713640,NA
"105",1563829860,163
"106",1563885780,163
"107",1563984420,120
"108",1564085400,NA
"109",1564154760,NA
"110",1564255860,NA
"111",1564318380,NA
"112",1564405800,NA
"113",1564511580,NA
"114",1564576920,NA
"115",1564672620,110
"116",1564773540,113
"117",1564859460,NA
"118",1564951140,NA
"119",1565022600,97
"120",1565103120,97
"121",1565198400,101
"122",1565328060,NA
"123",1565331600,NA
"124",1565421240,107
"125",1565545560,NA
"126",1565638140,93
"127",1565706360,93
"128",1565794500,NA
"129",1565875860,79
"130",1565967060,NA
"131",1566076620,NA
"132",1566145800,NA
"133",1566231780,88
"134",1566315180,NA
"135",1566408660,92
"136",1566505920,NA
"137",1566567960,NA
"138",1566659880,86
"139",1566736800,NA
"140",1566852720,86
"141",1566912180,86
"142",1566998700,NA
"143",1567096200,NA
"144",1567169160,NA
"145",1567255020,79
"146",1567354320,NA
"147",1567452900,75
"148",1567520760,75
"149",1567625700,71
"150",1567709040,NA
"151",1567781340,NA
"152",1567873260,NA
"153",1567952880,NA
"154",1568038980,NA
"155",1568122500,69
"156",1568261820,61
"157",1568316120,NA
"158",1568363280,NA
"159",1568491620,NA
"160",1568564520,NA
"161",1568640000,NA
"162",1568730060,68
"163",1568817420,NA
"164",1568896560,67
"165",1568990820,NA
"166",1569100020,NA
"167",1569168900,NA
"168",1569249300,NA
"169",1569330360,71
"170",1569422400,67
"171",1569515400,NA
"172",1569616920,70
"173",1569697800,NA
"174",1569791580,NA
"175",1569871560,80
"176",1569937980,80
"177",1570040760,75
"178",1570110420,75
"179",1570205520,NA
"180",1570292400,79
"181",1570396200,NA
"182",1570479120,82
"183",1570538880,82
"184",1570637220,NA
"185",1570734780,NA
"186",1570825800,97
"187",1570886340,97
"188",1570998240,NA
"189",1571056920,NA
"190",1571160000,NA
"191",1571246400,106
"192",1571340360,NA
"193",1571425860,109
"194",1571509800,NA
"195",1571587260,NA
"196",1571702940,108
"197",1571748060,108
"198",1571856120,136
"199",1571947800,NA
"200",1572023700,NA
"201",1572120900,NA
"202",1572193980,NA
"203",1572295440,135
"204",1572353880,135
"205",1572444660,NA
"206",1572529560,128
"207",1572628260,108
"208",1572711960,108
"209",1572798600,NA
"210",1572892380,115
"211",1572981360,NA
"212",1573066140,115
"213",1573151280,NA
"214",1573228740,NA
"215",1573323960,NA
"216",1573423740,NA
"217",1573503360,105
"218",1573589400,NA
"219",1573661760,NA
"220",1573755900,NA
"221",1573835220,NA
"222",1573915680,97
"223",1574025240,NA
"224",1574102340,105
"225",1574174580,105
"226",1574257680,NA
"227",1574347440,98
"228",1574442780,NA
"229",1574543640,NA
"230",1574628240,NA
"231",1574699340,NA
"232",1574806440,NA
"233",1574879700,89
"234",1574968320,NA
"235",1575034680,NA
"236",1575152040,NA
"237",1575228540,NA
"238",1575320940,90
"239",1575380640,90
"240",1575470640,NA
"241",1575560220,99
"242",1575667680,99
"243",1575746040,NA
"244",1575821280,NA
"245",1575922740,101
"246",1575985140,101
"247",1576075740,NA
"248",1576185360,NA
"249",1576254300,NA
"250",1576354920,NA
"251",1576444200,NA
"252",1576505760,NA
"253",1576615140,NA
"254",1576697820,103
"255",1576772940,103
"256",1576862880,100
"257",1576952940,NA
"258",1577031660,NA
"259",1577114880,NA
"260",1577194140,102
"261",1577305200,96
"262",1577391420,NA
"263",1577463660,NA
"264",1577541240,94
"265",1577638680,NA
"266",1577719560,NA
"267",1577812680,103
"268",1577887680,NA
"269",1577992140,NA
"270",1578082680,115
"271",1578169200,NA
"272",1578255660,NA
"273",1578347760,109
"274",1578408360,109
"275",1578507120,111
"276",1578590100,111
"277",1578683460,135
"278",1578767940,NA
"279",1578852420,NA
"280",1578946080,114
"281",1579036860,NA
"282",1579105080,NA
"283",1579184700,127
"284",1579271040,NA
"285",1579353720,141
"286",1579466460,NA
"287",1579531740,NA
"288",1579635720,NA
"289",1579727520,127
"290",1579815360,NA
"291",1579873260,NA
"292",1579969560,136
"293",1580060460,NA
"294",1580142480,NA
"295",1580238960,NA
"296",1580330160,143
"297",1580421840,NA
"298",1580484420,NA
"299",1580577900,129
"300",1580667840,NA
"301",1580754300,134
"302",1580854320,NA
"303",1580934600,154
"304",1581016260,NA
"305",1581088140,NA
"306",1581185940,NA
"307",1581266820,NA
"308",1581368340,146
"309",1581458820,NA
"310",1581532560,176
"311",1581628140,NA
"312",1581712440,164
"313",1581782820,164
"314",1581860940,NA
"315",1582033380,204
"316",1582149960,179
"317",1582234020,NA
"318",1582292220,NA
"319",1582405980,NA
"320",1582479180,NA
"321",1582579740,172
"322",1582658040,NA
"323",1582740480,138
"324",1582813200,138
"325",1582927560,194
"326",1582989660,194
"327",1583070120,NA
"328",1583163240,NA
"329",1583267880,NA
"330",1583345700,171
"331",1583446140,NA
"332",1583515260,196
"333",1583605500,NA
"334",1583697060,NA
"335",1583757960,NA
"336",1583849700,201
"337",1583959680,179
"338",1584026940,179
"339",1584130320,214
"340",1584211020,NA
"341",1584302160,NA
"342",1584368460,NA
"343",1584459120,235
"344",1584552480,NA
"345",1584622020,NA
"346",1584726240,NA
"347",1584811200,NA
"348",1584886920,NA
"349",1584982920,NA
"350",1585067280,NA
"351",1585153560,NA
"352",1585241700,NA
"353",1585326300,NA
"354",1585418340,NA
"355",1585501440,NA
"356",1585586280,NA
"357",1585672860,NA
"358",1585752600,NA
"359",1585832280,NA
"360",1585922940,NA
"361",1586017800,NA
"362",1586101020,NA
"363",1586186880,NA
"364",1586273100,NA
"365",1586357100,NA
"366",1586454960,NA
